url,UN/LOCODE,country,UN_code,ISO2,ISO3,city_or_location,port_name,local_port_name,lat,lon,authority_name,address,phone,fax,website,email
https://psma-gies.fao.org/designated-ports/view/4e505afa-f670-4bba-adda-f95b9a266c6c,–,Viet Nam,704,VN,VNM,Ho Chi Minh,Ho Chi Minh sea port/Tan Cang Hiep Phuoc Harbor,Cảng biển TP.Hồ Chí Minh/Bến cảng Tân cảng Hiệp Phước,–,–,–,"Lot A9, Zone A, Hiep Phuoc Industrial Park, Long Thoi, Nha Be, Ho Chi Minh city",+84 2837801252,+84 2837800926,–,–
https://psma-gies.fao.org/designated-ports/view/8e58fc6f-13ab-493d-91e8-4c06a044f32c,–,Viet Nam,704,VN,VNM,Ho Chi Minh,Ho Chi Minh sea port/Vegetable Harbor,Cảng biển TP.Hồ Chí Minh/Bến cảng Rau quả,–,–,–,"1A Nguyen Van Quy, Phu Thuan, District 7, Ho Chi Minh city",+84 2838730146,+84 2838730145,–,–
https://psma-gies.fao.org/designated-ports/view/1a7fad34-dad9-4617-8789-16c5f73add1c,–,Maldives,462,MV,MDV,"Hoadhedhdhoo, Gaafu Alifu Atoll",Hoadedhdhoo Port,Hoadedhdhoo Port,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/f72cf98b-2a71-428c-88be-70d206f09851,–,United Kingdom,826,GB,GBR,Holyhead,Holyhead,–,–,–,Stena Line Ports Ltd,"Stena House Station Approach Holyhead, Gwynedd Ll65 1DQ",+44 01407 606666,+44 01407 606617,–,portcontrol@stenaline.com
https://psma-gies.fao.org/designated-ports/view/a7729c53-15da-4aa2-9267-68f51ebe4d14,–,Norway,578,NO,NOR,Honningsvåg,Honningsvåg,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/a7e60dc6-f5ea-4abf-b59d-28871fcc5984,–,Portugal,620,PT,PRT,Horta,Horta,–,–,–,Direção-Geral dos Portos do Triângulo e Grupo Ocidental,"Avenida Gago Coutinho e Sacadura Cabral, 7 9900-062 Horta",–,–,–,–
https://psma-gies.fao.org/designated-ports/view/27de3daf-16fe-4ea3-a1d2-92f6747c84cd,–,"Korea, Republic of",410,KR,KOR,Hosan,Hosan Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/9fedac4c-f92d-40f4-9a28-3d3d1549329f,–,Spain,724,ES,ESP,ANDALUCIA,HUELVA,–,N37°15'33'',W6°57'33'',"SUBDIRECCIÓN GENERAL DE VIGILANCIA PESQUERA Y LUCHA CONTRA LA PESCA ILEGAL  (SECRETARIA GENERAL DE PESCA) MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",Calle Velázquez nº147 28071 - Madrid España,+34 913471949,913471512,–,iuu_slo_esp@mapama.es
https://psma-gies.fao.org/designated-ports/view/44b9cc16-ef8b-4b75-9d03-a007f9b79d2a,–,United Kingdom,826,GB,GBR,Hull,Hull,–,–,–,Associated British Ports,Port House Northern Gateway Hull HU9 5PQ,+44 1482 327 171,–,–,humber.general@abports.co.uk
https://psma-gies.fao.org/designated-ports/view/f7728e64-03c6-4d55-a2d2-474d56038599,–,Norway,578,NO,NOR,Husøy - Karmøy,Husøy - Karmøy,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/0218b1cb-e864-4e36-8335-2a03a1faad20,–,Norway,578,NO,NOR,Hvaler,Hvaler,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/583a3923-3d35-472b-8fb7-08f2915d005c,–,Denmark,208,DK,DNK,Hvide Sande,Hvide Sande,–,N56°0'0'',E8°7'8'',Port of Hvide Sande,Fossanæsvej 22 DK-6960 Hvide Sande,+45 97311633,–,–,hvidesandehavn@hvshavn.dk
https://psma-gies.fao.org/designated-ports/view/417c1e15-9674-47b7-bbaa-ecf627545683,–,Japan,392,JP,JPN,Ibaraki,Ibaraki,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/68f216e3-17ef-4685-9bdc-b45578c6ed51,–,Netherlands,528,NL,NLD,Ijmuiden,Ijmuiden,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/8ac094cf-b91b-46ae-9580-b9ed91b210fe,–,United Kingdom,826,GB,GBR,Immingham,Immingham,–,–,–,Associated British Ports,"Dock Office, Immingham Dock  NE Lincolnshire DN40 2LZ",+44 1472 359181,–,–,humber.general@abports.co.uk
https://psma-gies.fao.org/designated-ports/view/4082dedc-c7db-4077-a1fe-89b52fc3bd34,–,"Korea, Republic of",410,KR,KOR,Incheon,Incheon Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/96e79a69-4882-4883-9884-c8a4cbe265be,–,Ecuador,218,EC,ECU,SECTOR PUNTA BLANCA- CANTON JARAMIJOMANABI.,INDUSTRIA ATUNERA S.A INDUATUN,PUERTO ATUN,S0°55'34'',W80°39'54'',ING. RAUL PALADINES BASURTO,VIA JARAMIJO SECTOR PUNTA BLANCA,+593 3700-650,–,–,secretariado@puertoatun.com
https://psma-gies.fao.org/designated-ports/view/c3416c71-0717-4758-957b-354abfa19cdd,–,United Kingdom,826,GB,GBR,Invergordon,Invergordon,–,–,–,Cromarty Firth Port Authority,"Port Office, Shore Road Invergordon Ross-shire, Scotland IV18 0HD",+44 1349 852308,+44 1349 853181,–,cfpa@cfpa.co.uk
https://psma-gies.fao.org/designated-ports/view/127d7ff7-7243-4bda-9451-4197526b5080,–,Chile,152,CL,CHL,IQUIQUE,IQUIQUE,–,–,–,SERVICIO NACIONAL DE PESCA Y ACUICULTURA,"Pasaje Alessandri Nº 470, Depto. 110",+56 (57) 2368150,–,–,vms@sernapesca.cl
https://psma-gies.fao.org/designated-ports/view/0c9e1a65-7d63-4f2c-9654-5369bd96d58a,–,Japan,392,JP,JPN,Okinawa,Ishigaki,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/4163bfac-56e7-4f03-b5bb-3d4c447fe9da,–,Japan,392,JP,JPN,Miyagi,Ishinomaki,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/44ee88b8-be68-4f49-ab45-43ac1a00b885,–,Panama,591,PA,PAN,"BAHÍA DE PANAMÁ, ISLA TABOGUILLA",ISLA TABOGUILLA (DECAL),ISLA TABOGUILLA (DECAL),N8°48'0'',W79°30'0'',PANAMA MARITIME AUTHORITY   /    AQUATIC RESOURCES AUTHORITY OF PANAMA,"ISLA TABOGUILLA, BAHÍA DE PANAMÁ",+507 511-6000,–,–,merp@arap.gob.pa
https://psma-gies.fao.org/designated-ports/view/b4fe87f1-a763-4a30-ab7f-a122fc5d11dc,–,Japan,392,JP,JPN,Nagasaki,Izuhara,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/a04d67fd-ce9b-4f25-8534-6a8ed7d1fd30,–,"Korea, Republic of",410,KR,KOR,Janghang,Janghang Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/ecefcfda-1d34-4c22-8d12-6e8c85cb311b,–,"Korea, Republic of",410,KR,KOR,Jangseungpo,Jangseungpo Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/1a00c9af-118b-430a-a885-598c01878e39,–,Canada,124,CA,CAN,4447N 06304W,Jeddore,Head of Jeddore,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/614b28e3-65f7-402c-bf04-d9d5e1d776b7,–,"Korea, Republic of",410,KR,KOR,Jeju,Jeju Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/cb4b2fe2-515c-4c62-96c9-db94d77e95da,–,"Korea, Republic of",410,KR,KOR,Jinhae,Jinhae Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/007af115-9681-4254-9cf5-7ded470cae44,–,Japan,392,JP,JPN,Kagoshima,Kagoshima,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/15af214a-98b4-4df0-b90f-248e91e0a494,–,Norway,578,NO,NOR,Kalvåg,Kalvåg,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/ecb70cc4-de04-41ed-96b3-ea181f1b5e23,–,Japan,392,JP,JPN,Iwate,Kamaishi,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/27f3261a-335d-45bf-b45c-cbabf4eabd4c,–,Thailand,764,TH,THA,"245 Moo 5, Had Lek, Khlong Yai, Trat 23110",Kanlapangha port,–,–,–,Trat Fishery Inspection Office,"Bann Had Lek Border Government Center Building, Floor 3, Village No.4,  Had lek Sub-district , Klongyai District, Trat Province, 23110",+66 39588136,+66 39588136,–,trad_fish@yahoo.co.th
https://psma-gies.fao.org/designated-ports/view/ed4bdba6-cda5-4ee2-81f5-277af41d72af,–,Sweden,752,SE,SWE,5610N 01536E,Karlskrona Handelshamnen,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/e11f0a89-d9d5-4d36-98a1-c68c91241922,–,Japan,392,JP,JPN,Ibaraki,Kashima,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/f7adb09e-f32c-4a82-8343-00fbd8906d07,–,Greece,300,GR,GRC,PIRAEUS (KERATSINI),KERATSINI (AUCTION HALL),–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/ecfda866-b91d-40d5-8fd6-fce0260880c5,–,Viet Nam,704,VN,VNM,Khanh Hoa,Khanh Hoa port/Bac Van Phong General Harbor,Cảng biển Khánh Hòa/Bến cảng tổng hợp Bắc Vân Phong,–,–,–,"Dam Mon village, Van Thanh, Van Ninh, Khanh Hoa",+84 258.3931888,+84 258.3931888,–,–
https://psma-gies.fao.org/designated-ports/view/2dfeba50-4b69-4f31-b88e-d87a00c24050,–,Viet Nam,704,VN,VNM,Khanh Hoa,Khanh Hoa sea port/Ba Ngoi Harbor/Cam Ranh Port,Cảng biển Khánh Hòa/Bến cảng Ba Ngòi,S0°0'0'',W0°0'0'',–,"29 Nguyen Trong Ky, Cam Linh, Cam Ranh, Khanh Hoa",+84 2583854307,+84 2583854536,–,–
https://psma-gies.fao.org/designated-ports/view/4d8e1ab1-965b-47a4-88ee-8062a5226d7b,–,Viet Nam,704,VN,VNM,Khanh Hoa,Khanh Hoa sea port/Cam Ranh International Harbor,Cảng biển Khánh Hòa/Bến cảng Quốc tế Cam Ranh,–,–,–,"Cam Nghia, Cam Ranh, Khanh Hoa",+84 258.3858221,+84 258.3858219,–,vanthu_TCPC@saigonnewport.com.vn
https://psma-gies.fao.org/designated-ports/view/f1b76eb8-e56b-4be8-b733-755d6d33090c,–,Viet Nam,704,VN,VNM,Khanh Hoa,Khanh Hoa sea port/Nam Van Phong General harbor,Cảng biển Khánh Hòa/Bến cảng Tổng hợp Nam Vân Phong,–,–,–,"Ninh Thuy Industrial Park, Ninh Hoa, Khanh Hoa",+84 917196338,–,–,–
https://psma-gies.fao.org/designated-ports/view/b5755e95-caf2-46f5-938e-8743f6268ea6,–,Libya,434,LY,LBY,AL-KHOMS-LIBYA,KHOMS PORT,KHUMS PORT,N32°41'0'',E14°14'12'',GENERAL AUTHORTY OF MARINE FISHERY,LIBYA,+218 923857133,–,–,did@gam.com.ly
https://psma-gies.fao.org/designated-ports/view/02b06ad3-0f5c-47a9-8686-0b133322a3f1,–,United Kingdom,826,GB,GBR,Kilkeel,Kilkeel,–,–,–,Northern Ireland Fishery Harbour Authority,"The Harbour Master Kilkeel, Co Down, NI BT34 4AX",+44 028 4176 2287,–,–,Kevin.quigly@nifha.co.uk
https://psma-gies.fao.org/designated-ports/view/1cd010cd-d5e4-48be-8f49-952cabb9bfc5,–,Ireland,372,IE,IRL,"Killybegs, Donegal, Republic of Ireland",Killybegs,As above,N54°38'5'',W8°26'30'',Sea Fisheries Protection Authority,"Fishery Harbour Centre, The Pier, Killybegs, Co. Donegal",+353 74 973 1264,+353 74 973 1819,–,killybegs@sfpa.ie
https://psma-gies.fao.org/designated-ports/view/ee09a91a-0ab8-42d7-add1-5b456cf5c2f8,–,United Kingdom,826,GB,GBR,Kinlochbervie ,Kinlochbervie ,–,–,–,Highland Council,Harbour Office Kinlochbervie Sutherland IV27 4RR,+44 1971 521235,+44 1971 521718,–,Lorne.robertson@highland.gov.uk
https://psma-gies.fao.org/designated-ports/view/fbb8fb6a-8ddb-4368-b62e-5a53eedbd984,–,Norway,578,NO,NOR,Kirkenes,Kirkenes,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/43337740-19fb-4441-9cae-0fff1055f955,–,Japan,392,JP,JPN,Fukuoka,Kitakyusyu,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/894db434-1462-4e99-a5bb-c2e2967a5821,–,Norway,578,NO,NOR,Kjøllefjord,Kjøllefjord,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/8e4b826a-70dc-432f-a3ea-f685f170dd54,–,Lithuania,440,LT,LTU,Klaipėda,Klaipėda,Klaipėdos jūrų uostas,–,–,Klaipėda Seaport Authority,"J. Janonio str. 24, LT-92251, Klaipėda, Lithuania",+370 46499799,+370 46499777,–,info@port.lt
https://psma-gies.fao.org/designated-ports/view/0fdb874f-25fa-4ef3-9f06-53333983eaa5,–,Japan,392,JP,JPN,Hyogo,Kobe,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/c4186f6d-5d73-4020-910b-53029bca22cb,–,Japan,392,JP,JPN,Kochi,Kochi,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/1b880007-9cee-4c4e-ad9a-0dd2fb68b20d,–,Maldives,462,MV,MDV,"Kooddoo, Gaafu Alifu Atoll",Kooddoo Port,Kooddoo Port,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/0748e86b-0280-4076-a4e6-0384bcc95485,–,Norway,578,NO,NOR,Kopervik,Kopervik,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/7a56f90a-dbec-4614-88fa-ebf19235e0d2,–,Norway,578,NO,NOR,Kristiansund,Kristiansund,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/36dc6500-1969-42e1-a273-9564879103f7,–,Sweden,752,SE,SWE,5822N 01115E,Kungshamn,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/c001bd57-1ad9-46b0-b42f-4d6b90bacc9d,–,Japan,392,JP,JPN,Kagoshima,Kushikino,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/fee85882-e22c-40dc-8e98-62ead64b4621,–,Japan,392,JP,JPN,Hokkaido,Kushiro,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/988342f2-32ac-4549-a438-e6a913f1e927,–,Norway,578,NO,NOR,Kårvikhamn,Kårvikhamn,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/b13d7d0a-24b3-492a-85f1-8341b8b319cf,–,Canada,124,CA,CAN,5131N 05650W,L'Anse-au-Loup,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/178f8b2c-ba49-4f8d-a783-6c1dad061406,–,Cuba,192,CU,CUB,"Φ-23°08'4""N ʎ- 82°21'30""W",LA HABANA,–,–,–,A.M.T.OCC,AVE. DEL PUERTO CENTRO DE NEGOCIOS ALAMEDA DE PAULA,+53 78608599,–,–,Presidencia.aph@transnet.cu
https://psma-gies.fao.org/designated-ports/view/378979eb-f9b0-4c76-b784-f3c7571994a7,–,France,250,FR,FRA,France,La Rochelle,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/ca9ef847-787e-471c-8a17-27da6b789a1e,–,Italy,380,IT,ITA,La Spezia,La Spezia,–,–,–,Capitaneria di porto di La Spezia,Largo Michele Fiorillo n. 2 - 19124 La Spezia (SP),+39 0187258100,–,–,cp-laspezia@pec.mit.gov.it
https://psma-gies.fao.org/designated-ports/view/57c04db5-a8d0-478c-824f-eaf67a1d8c60,–,Morocco,504,MA,MAR,MAROC,LAAYOUNE,–,N27°5'0'',W13°57'0'',Délégation des Pêches Maritimes de Laayoune,BP 68 ville Al Marssa Laayoune,2.12529E+11,2.12529E+11,–,abderrahman.elkhattat@mpm.gov.ma
https://psma-gies.fao.org/designated-ports/view/e3ac13f3-174c-4475-962d-88ee4837ca60,–,Papua New Guinea,598,PG,PNG,LAE,LAE,LAE,S6°7'41'',E146°9'8'',PNG PORTS CORPORATION LIMITED,"P. O. BOX 2639
LAE 411
MOROBE PROVINCE
PAPUA NEW GUINEA",+675 4725671,+675 4724215,www.fisheries.gov.pg,nfa@fisheries.gov.pg
https://psma-gies.fao.org/designated-ports/view/ea7860d2-23ad-451f-9832-0c4540601960,–,Nigeria,566,NG,NGA,Lagos,Lagos Port Complex Apapa,–,–,–,Nigerian Ports Authority,"26/28 Marina,  Lagos, Nigeria","+234 8158794394, +2349062784264",–,–,–
https://psma-gies.fao.org/designated-ports/view/3362813a-6526-436a-bcdd-3bd7bccdc04c,–,Kenya,404,KE,KEN,LAMU,LAMU PORT,LAMU PORT BERTH 1,S2°10'11'',E40°54'12'',KENYA FISHERIES SERVICE,P.O. BOX 48511-00100 NAIROBI,2.54706E+11,–,www.kefs.go.ke,info@kefs.go.ke
https://psma-gies.fao.org/designated-ports/view/83a141c5-7702-4a08-89fa-89daa328c27b,–,Morocco,504,MA,MAR,MAROC,LARACHE,–,N35°11'0'',W6°10'0'',Délégation des pêches Maritimes de Larache,"Avenue Casablanca, B.P 1013 Larache",+212 539 91 29 00,+212 539 91 11 55,–,abdellah.eljarjaf@mpm.gov.ma
https://psma-gies.fao.org/designated-ports/view/b6aceef8-3a3d-4daf-b2fe-703595e55484,–,Spain,724,ES,ESP,CANARIAS,LAS PALMAS DE GRAN CANARIA,–,N28°9'20'',W15°24'31'',"SUBDIRECCIÓN GENERAL DE CONTROL E INSPECCIÓN  (SECRETARIA GENERAL DE PESCA) MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",Calle Velázquez nº147 28071 - Madrid España,+34 913471949,913471512,–,iuu_slo_esp@mapama.es
https://psma-gies.fao.org/designated-ports/view/69fdb1aa-e7f9-4b8c-aeaa-fad85e5f68fc,–,Fiji,242,FJ,FJI,WESTERN DIVISION,LAUTOKA WHARF,QUEENS WHARF,–,–,PORTS AUTHORITY OF FIJI,"Queens Wharf, Lautoka, Fiji.",+679 892 8848,–,–,–
https://psma-gies.fao.org/designated-ports/view/76f056f5-9a47-4982-a709-3a5a7ee70cb4,–,France,250,FR,FRA,France,Le Havre,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/e5a09625-6c31-45c8-93d5-f5c8b6065b88,–,France,250,FR,FRA,France (La Réunion),Le Port,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/f7dd42dc-2d2c-4e86-a6fa-754cab6e41c5,–,United Kingdom,826,GB,GBR,Leith,Leith,–,–,–,Forth Ports Group,Imperial House Albert Dock Edinburgh EH6 7DN,+44 131 555 8855,+44 131 555 8750,–,fiona.doherty@forthports.co.uk
https://psma-gies.fao.org/designated-ports/view/067b7d14-131f-4223-adc3-27b0da3c45ce,–,Portugal,620,PT,PRT,Leixões - Porto,Leixões - Porto,–,–,–,"Administração dos Portos do Douro e Leixões, SA",Avenida da Liberdade 4450-718 Leça da Palmeira,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/51962040-457f-4aa6-8a15-c1a05867a8c1,–,Norway,578,NO,NOR,Leknes,Leknes,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/5df0fb35-0599-45bc-8936-fd266db0795b,–,United Kingdom,826,GB,GBR,Lerwick ,Lerwick ,–,–,–,Lerwick Port Authority,Albert Building Lerwick Shetland ZE1 0LL,+44 1595 692991,+44 1595 693452,–,info@lerwick-harbour.co.uk
https://psma-gies.fao.org/designated-ports/view/0aa9dd4d-8d2f-4746-baff-78128e8d3b3f,–,Fiji,242,FJ,FJI,LEVUKA,LEVUKA WHARF,–,–,–,PORTS AUTHORITY OF FISH,MAIN STREET LEVUKA,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/239f38ac-b79b-45ab-b9e5-ea62a3d97856,–,Cyprus,196,CY,CYP,LIMASSOL  DISTRICT,LIMASSOL NEW PORT CYLIM 034°.39΄.00”Ν – 033°.01΄.00”Ε,Limassol New Port,–,–,Deparmtent of Fisheries and Marine Research (fisheries authority) and Cyprus Ports Authority (ports authority),–,+357 99834357,+357 22 807 880,–,fmc@dfmr.moa.gov.cy
https://psma-gies.fao.org/designated-ports/view/accaf140-b9a2-480c-942e-ff16c5b8f783,–,United Kingdom,826,GB,GBR,Liverpool,Liverpool,–,–,–,Mersey Docks & Harbour Company Limited,Maritime Centre Port of Liverpool Liverpool L21 1LA,+44 0151 949 6000,+44 0151 949 6090,–,info@peelports.com
https://psma-gies.fao.org/designated-ports/view/efb1b035-a644-4215-a1b0-9b58814dd621,–,Italy,380,IT,ITA,Livorno,Livorno,–,–,–,Direzione Marittima di Livorno,Piazza della Sanità n. 1 - 57123 Livorno (LI),+39 0586826011,–,–,dm.livorno@pec.mit.gov.it
https://psma-gies.fao.org/designated-ports/view/d57b0448-8f8d-447e-89f8-6445b794cd1d,–,United Kingdom,826,GB,GBR,Lochinver,Lochinver,–,–,–,Highland Council,"Harbours HQ Lochinver Harbour, Lochinver, IV27 4LE",+44 1571 844265,+44 1571 844265,–,neil.gudgeon@highland.gov.uk
https://psma-gies.fao.org/designated-ports/view/9568498a-5c2f-4176-9adb-873a3d92a9f6,–,United Kingdom,826,GB,GBR,Londonderry,Londonderry,–,–,–,Londonderry Port & Harbour Commissioners,Foyle Port Port Road Lisahally Londonderry BT47 1FL,+44 02871 860 555,–,–,info@londonderryport.co.uk
https://psma-gies.fao.org/designated-ports/view/e009bef7-1170-4647-9e4d-ee3245ca3db2,–,Viet Nam,704,VN,VNM,Long An,Long An International Port,Cảng Quốc tế Long An,–,–,–,"Tan Hoa hamlet, Tan Cap, Can Giuoc, Long An",+84 2723741516,–,–,–
https://psma-gies.fao.org/designated-ports/view/002ff11e-880b-4ba9-8c82-e9c2052d32fe,–,Australia,36,AU,AUS,Lord Howe Island,Lord Howe Island,–,S31°32'26'',E159°4'41'',NSW Police Lord Howe Island,"TC Douglass Drive, Lord Howe Island NSW 2898",+61 2 65632199,+61 2 65632131,–,–
https://psma-gies.fao.org/designated-ports/view/3911ab7a-6025-4464-8730-984689e0f3e8,–,France,250,FR,FRA,France,Lorient,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/40ac8a1a-c86e-4bf9-b06a-98f114c5cfc9,–,Canada,124,CA,CAN,4555N 05959W,"Louisbourg, NS",–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/29e75bfa-f52e-4d4b-8fbc-e7fbe7c0a42a,–,United Kingdom,826,GB,GBR,Lowestoft,Lowestoft,–,–,–,–,"North Quay Cargo Terminal, Commercial Road, Lowestoft, Suffolk NR32 2TE",+44 01502 572 286,–,–,lowestoftportcontrol@abports.co.uk
https://psma-gies.fao.org/designated-ports/view/f8f273fb-884a-40c4-805f-20ff952382d9,–,Sweden,752,SE,SWE,5817N 01127E,Lysekil,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/abb50974-33d7-4d49-82fd-b514c9885dda,–,New Zealand,554,NZ,NZL,Christchurch,Lyttelton Port of Christchurch,Lyttelton Port Company,–,–,Lyttelton Port Company Ltd,"Lyttelton Port Company Ltd Waterfront House, 37-39 Gladstone Quay, Lyttelton 8082 New Zealand",+64 3 328 8198,+64 3 328 7828,–,allreceptionists@lpc.co.nz
https://psma-gies.fao.org/designated-ports/view/15b4db76-ca7a-44bb-9c88-da418176beac,–,Norway,578,NO,NOR,Lødingen,Lødingen,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/aa721dea-4e69-4d4d-9f97-35c3101d0736,–,Papua New Guinea,598,PG,PNG,MADANG,MADANG,MADANG,S5°12'28'',E145°47'28'',PNG PORTS CORPORATION LIMITED,"P. O. BOX 514
MADANG 
MADANG PROVINCE
PAPUA NEW GUINEA",+675 4220390,+675 4220390,www.fisheries.gov.pg,nfa@fisheries.gov.pg
https://psma-gies.fao.org/designated-ports/view/e2a7b187-de5b-406a-b668-c738510ee5fc,–,Madagascar,450,MG,MDG,Mahajanga,Mahajanga,Majunga,S15°43'7'',E46°18'6'',Agence Portuaire Maritime et Fluviale (APMF),Boulevard Point Carré - Capitainerie du Port  B.P. 36,+261 321125780,261,https://www.apmf.mg,ronsarda@yahoo.fr
https://psma-gies.fao.org/designated-ports/view/5863d255-d2e8-47f8-89a7-581ae8975eec,–,Seychelles,690,SC,SYC,"Victoria, Mahe",Mahe Quay,–,S4°37'0'',E55°55'0'',Seychelles Port Authority,"New Port Victoria, Mahe",+248 4294700,+248 4224004,–,enquiries@seyport.sc
https://psma-gies.fao.org/designated-ports/view/71671375-1927-4e0a-94cd-855f3d8cbcb1,–,Marshall Islands,584,MH,MHL,Majuro,Majuro,–,N7°4'0'',E171°16'0'',Marshall Islands Marine Resources Authority,"P.O. Box 860, Delap Village, Majuro, MH, 96960",+692 6258262,–,–,psm@mimra.com
https://psma-gies.fao.org/designated-ports/view/0a91424f-a020-4354-94f5-088f61e9927d,–,Japan,392,JP,JPN,Kagoshima,Makurazaki,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/458a6157-b1f2-42ea-b3c7-1080088e896f,–,Maldives,462,MV,MDV,"Male' , Kaafu Atoll",Male' Port,Male' Port,–,–,Maldives Ports Limited,"Maldives Ports Limited Boduthakurufaanu Magu, Male' Maldives",+960 3329339,+960 5293,–,info@port.com.mv
https://psma-gies.fao.org/designated-ports/view/9a59922e-9d4f-4457-90e2-fa3891985650,–,United Kingdom,826,GB,GBR,Mallaig,Mallaig,–,–,–,Mallaig Harbour Authority,"Mallaig Highland Region, Scotland PH41 4QB",+44 01687 462154,+44 01687 462172,–,info@mallaigharbourauthority.com
https://psma-gies.fao.org/designated-ports/view/bd105f8f-e2ff-48a3-9ff7-ec6d99cb57ae,–,Mexico,484,MX,MEX,"MANZANILLO, COLIMA",MANZANILLO,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/3fe7b4fe-3dcd-4bc6-b5ae-00a77bebfb08,–,Mozambique,508,MZ,MOZ,Maputo,Maputo,–,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/4be18506-6d16-413f-8980-20a31ebe9c6d,–,Maldives,462,MV,MDV,"Maradhoo, Seenu Atoll",Maradhoo Port,Maradhoo Port,–,–,–,–,–,–,–,–
https://psma-gies.fao.org/designated-ports/view/f395c39a-0067-4b4d-9f1a-cb33f54ae135,–,Cuba,192,CU,CUB,Φ-23°01'30” N ʎ-82° 45' 30” W,MARIEL,–,–,–,A.M.T.M,Ave 71S/N Puerto Viejo Mariel,+53 747398877,–,–,Diretor.amm@apmariel.transnet.cu
https://psma-gies.fao.org/designated-ports/view/1d3ca29c-61aa-4848-a455-471472a44380,–,Spain,724,ES,ESP,GALICIA,MARIN,–,N42°23'49'',W8°41'35'',"SUBDIRECCIÓN GENERAL DE VIGILANCIA PESQUERA Y LUCHA CONTRA LA PESCA ILEGAL  (SECRETARIA GENERAL DE PESCA) MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",Calle Velázquez nº147 28071 - Madrid España,+34 913471949,913471512,–,iuu_slo_esp@mapama.es
